"pre" "post" "clos" "Vpn" "Age" "G" "R" "P" "Cluster" "Place" "vint" "offset" "W"
"3935" 15.5555555555555 20.6349206349207 145.328798185941 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 181.519274376417 -2.53968253968253 "espiaba"
"3936" -9.50113378684796 14.21768707483 125.283446712018 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 130 -11.859410430839 "espiaba"
"3937" 10.0226757369613 11.5646258503405 125.283446712018 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 146.87074829932 -0.770975056689508 "espiando"
"3938" 30.0680272108845 27.9138321995465 130.294784580499 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 188.27664399093 1.07709750566903 "espiando"
"3939" 15.0340136054422 9.00226757369626 110.249433106576 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 134.285714285714 3.0158730158729 "espiando"
"3940" 10.8843537414965 23.8095238095239 135.30612244898 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 170 -6.46258503401373 "disputa"
"3941" 25.4875283446713 24.3537414965987 70.15873015873 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 120 0.566893424036266 "disputa"
"3942" 5.01133786848072 64.1043083900228 90.204081632653 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 159.319727891157 -29.546485260771 "disputa"
"3943" 10.0226757369614 23.9909297052155 125.283446712018 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 159.297052154195 -6.98412698412699 "espuma"
"3944" 5.01133786848072 44.3310657596371 135.30612244898 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 184.648526077097 -19.6598639455781 "espuma"
"3945" -9.63718820861686 14.2857142857142 155.351473922903 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 160 -11.9614512471655 "esputo"
"3946" 30.4308390022675 19.2970521541949 120.272108843537 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 170 5.56689342403615 "esputo"
"3947" 52.1315192743763 24.1723356009071 88.185941043084 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 164.489795918367 13.9795918367345 "esputo"
"3948" 15.0340136054421 23.6961451247166 135.30612244898 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 174.036281179138 -4.33106575963734 "despues"
"3949" 15.0340136054423 24.013605442177 140.31746031746 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 179.36507936508 -4.48979591836735 "despues"
"3950" 15.0340136054423 9.16099773242638 155.351473922902 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 179.546485260771 2.93650793650795 "despues"
"3951" -10.0226757369614 39.1609977324264 140.31746031746 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 169.455782312925 -24.591836734694 "espuela"
"3952" -20.0453514739229 19.1156462585035 140.31746031746 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 139.387755102041 -19.5804988662131 "espuela"
"3953" -5.01133786848072 34.0589569160998 120.272108843537 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 149.319727891157 -19.5351473922901 "espuela"
"3954" 40.0907029478458 39.1156462585034 80.1814058956916 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 159.387755102041 0.487528344671205 "vestuario"
"3955" 15.0340136054423 54.3310657596371 40.0907029478458 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 109.455782312925 -19.6485260770975 "vestuario"
"3956" 35.0793650793651 29.1383219954648 150.340136054422 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 214.557823129252 2.97052154195012 "hasta"
"3957" 20.0453514739228 39.2743764172336 130.294784580499 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 189.614512471655 -9.61451247165542 "hasta"
"3958" 55.124716553288 39.4557823129253 40.0907029478458 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 134.671201814059 7.83446712018133 "hasta"
"3959" 36.2131519274377 59.1383219954647 70.1587301587302 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 165.510204081633 -11.4625850340135 "bestial"
"3960" 25.0566893424036 44.013605442177 80.1814058956916 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 149.251700680272 -9.47845804988663 "bestial"
"3961" 54.9886621315193 63.8321995464853 50.1133786848073 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 168.934240362812 -4.4217687074829 "bestiando"
"3962" 65.1473922902494 53.9229024943311 70.15873015873 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 189.22902494331 5.61224489795904 "bestiando"
"3963" 58.6167800453513 47.0294784580501 58.1632653061224 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 163.809523809524 5.79365079365061 "bestiando"
"3964" 65.1473922902495 59.0249433106574 50.1133786848072 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 174.285714285714 3.06122448979613 "destiempo"
"3966" 60.2721088435374 59.4104308390023 39.6598639455783 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 159.342403628118 0.430839002267589 "destiempo"
"3967" 75.1700680272108 63.8548752834466 95.2154195011339 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 234.240362811791 5.65759637188216 "pasta"
"3969" 20.0453514739229 43.9229024943311 90.2040816326529 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 154.172335600907 -11.9387755102041 "pistolin"
"3970" 35.0793650793651 44.1723356009071 70.1587301587301 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 149.410430839002 -4.54648526077096 "pistolin"
"3971" 60.1360544217686 29.2517006802722 45.1020408163266 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 134.489795918367 15.4421768707482 "resto"
"3972" 28.140589569161 28.9342403628116 155.351473922903 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 212.426303854875 -0.396825396825307 "resto"
"3973" 35.0793650793651 68.9795918367346 150.340136054422 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 254.399092970521 -16.9501133786847 "resto"
"3974" 15.0340136054421 23.7188208616781 125.283446712018 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 164.036281179138 -4.34240362811806 "estuela"
"3975" 15.3968253968253 29.2970521541949 135.30612244898 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 180 -6.95011337868482 "estuela"
"3976" 31.5873015873017 33.1746031746034 105.238095238095 "POR0017" "alt" "m" "Sevilla" "st" "cluster" "alv" 170 -0.793650793650841 "estuela"
"3977" 15.2607709750569 15.7596371882087 84.2857142857138 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 115.306122448979 -0.249433106575907 "cosquillas"
"3978" -34.9206349206349 13.4240362811793 95.2154195011337 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 73.7188208616781 -24.172335600907 "cosquillas"
"3979" 35.0793650793652 29.2063492063493 75.1700680272108 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 139.455782312925 2.93650793650795 "cosquillas"
"3980" 55.124716553288 48.5714285714287 75.1700680272108 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 178.866213151927 3.27664399092964 "esquia"
"3981" 45.1020408163265 43.6734693877552 80.1814058956916 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 168.956916099773 0.714285714285779 "esquia"
"3982" 25.0566893424036 49.092970521542 125.283446712018 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 199.433106575964 -12.0181405895692 "esquia"
"3983" 20.8616780045352 38.956916099773 80.1814058956916 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 140 -9.04761904761892 "esquife"
"3984" 50.1133786848073 39.3197278911564 75.1700680272108 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 164.603174603175 5.39682539682553 "esquina"
"3985" 35.0793650793653 32.5170068027212 30.0680272108841 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 97.6643990929706 1.28117913832193 "esquiando"
"3986" 10.6349206349205 54.1950113378686 75.170068027211 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 140 -21.780045351474 "esquiando"
"3987" 26.2131519274378 28.639455782313 65.1473922902494 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 120 -1.21315192743759 "escucha"
"3989" 15.4195011337868 59.4557823129252 55.124716553288 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 130 -22.0181405895693 "escudo"
"3990" 3.5374149659865 45.9863945578231 56.1451247165535 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 105.668934240363 -21.2244897959185 "vasca"
"3991" -15.3514739229025 65.1473922902494 75.170068027211 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 124.965986394558 -40.2494331065759 "vasca"
"3992" 5.4875283446712 19.0249433106576 60.1360544217688 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 84.6485260770976 -6.76870748299314 "vasca"
"3993" 10.0226757369614 33.2426303854877 95.2154195011337 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 138.480725623583 -11.6099773242631 "escuela"
"3996" 26.1451247165533 38.7301587301588 55.124716553288 "RHB0004" "alt" "m" "Granada" "sk" "cluster" "vel" 120 -6.29251700680288 "escueto"
"3997" -2.81179138322 13.9455782312926 75.1700680272108 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 86.3038548752835 -8.37868480725638 "caspa"
"3998" 1.11111111111109 30.0680272108843 80.1814058956916 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 111.360544217687 -14.4784580498866 "caspa"
"3999" 10.0226757369614 18.75283446712 140.31746031746 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 169.092970521542 -4.36507936507928 "caspa"
"4000" 5.96371882086169 3.78684807256218 110.249433106576 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 120 1.08843537414964 "despide"
"4001" 5.01133786848072 18.8888888888887 95.2154195011339 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 119.115646258503 -6.9387755102041 "despide"
"4002" 5.01133786848072 18.9569160997733 80.1814058956916 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 104.149659863946 -6.97278911564626 "despide"
"4003" 35.0793650793653 3.01587301587324 120.272108843537 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 158.367346938776 16.031746031746 "espina"
"4004" 31.4965986394557 28.2086167800453 130.294784580499 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 190 1.64399092970507 "espina"
"4005" 5.01133786848072 48.9342403628116 80.1814058956917 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 134.126984126984 -21.9614512471653 "respira"
"4006" 50.1133786848072 4.10430839002277 120.272108843537 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 174.489795918367 23.0045351473922 "respira"
"4007" 25.0566893424036 13.3560090702947 85.1927437641723 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 123.605442176871 5.85034013605446 "despierta"
"4008" 15.0340136054421 8.39002267573687 110.249433106576 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 133.673469387755 3.32199546485253 "despierta"
"4009" 5.01133786848072 8.88888888888869 80.1814058956917 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 94.0816326530611 -1.93877551020387 "despierta"
"4010" 15.0340136054421 25.2154195011337 110.249433106576 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 150.498866213152 -5.09070294784578 "espiaba"
"4011" 10.907029478458 3.85487528344652 105.238095238095 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 120 3.52607709750566 "espiaba"
"4012" 55.1247165532881 14.1496598639455 85.1927437641724 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 154.467120181406 20.4875283446712 "espiando"
"4013" 20.0453514739227 23.3106575963716 115.260770975057 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 158.616780045351 -1.63265306122457 "espiando"
"4015" 6.32653061224482 13.3786848072564 130.294784580499 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 150 -3.52607709750578 "disputa"
"4016" 10.0226757369616 14.3537414965987 75.1700680272107 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 99.546485260771 -2.16553287981856 "disputa"
"4017" 5.01133786848095 12.9705215419501 150.340136054422 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 168.321995464853 -3.97959183673447 "espuma"
"4018" 15.3514739229024 14.4444444444446 90.204081632653 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 120 0.453514739228922 "esputo"
"4019" 25.3287981859411 43.5827664399094 41.2925170068027 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 110.204081632653 -9.1269841269841 "despues"
"4020" 0.612244897959158 14.1950113378686 85.1927437641723 "RHB0004" "alt" "m" "Granada" "sp" "cluster" "bil" 100 -6.7913832199547 "despues"
"4021" 30.0680272108843 23.8321995464851 55.124716553288 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 109.024943310657 3.11791383219975 "vestuario"
"4022" 0 14.1269841269842 55.124716553288 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 69.2517006802722 -7.06349206349205 "vestuario"
"4023" 40.0907029478458 24.0362811791383 55.1247165532881 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 119.251700680272 8.02721088435374 "vestuario"
"4024" 23.9682539682539 19.6371882086169 139.07029478458 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 182.675736961451 2.16553287981833 "hasta"
"4025" 15.0340136054422 27.936507936508 135.30612244898 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 178.27664399093 -6.45124716553278 "hasta"
"4026" 20.0453514739228 18.7528344671202 115.260770975057 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 154.0589569161 0.646258503401214 "bestial"
"4027" 13.3786848072563 29.1609977324264 100.226757369614 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 142.766439909297 -7.89115646258506 "bestial"
"4028" 30.0680272108843 23.6507936507937 80.1814058956916 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 133.90022675737 3.2086167800453 "bestiando"
"4029" 20.0453514739229 18.5714285714287 90.204081632653 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 128.820861678005 0.736961451247225 "bestiando"
"4030" 15.0340136054422 27.5963718820863 95.2154195011337 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 137.845804988662 -6.28117913832193 "destiempo"
"4031" 47.0068027210884 18.7074829931973 62.7664399092971 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 128.480725623583 14.1496598639455 "destiempo"
"4032" 40.0907029478458 18.5714285714287 95.2154195011337 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 153.877551020408 10.7596371882084 "destiempo"
"4033" 14.5124716553287 42.0634920634918 40.090702947846 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 96.6666666666665 -13.7755102040817 "pasta"
"4034" 5.01133786848095 19.2290249433108 45.1020408163263 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 69.3424036281181 -7.10884353741494 "pasta"
"4035" 10.0226757369614 48.2993197278911 35.0793650793653 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 93.4013605442178 -19.138321995465 "pasta"
"4036" 5.0113378684805 13.1972789115648 35.0793650793651 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 53.2879818594104 -4.09297052154216 "pistolin"
"4038" 40.0907029478459 24.1043083900228 75.1700680272108 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 139.36507936508 7.99319727891157 "pistolin"
"4040" 10.0226757369614 34.9659863945578 125.283446712018 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 170.272108843537 -12.4716553287982 "resto"
"4041" 30.0680272108841 28.0952380952383 155.351473922902 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 213.514739229025 0.986394557822678 "estuela"
"4042" 10.6349206349205 19.1383219954648 100.226757369615 "RHB0004" "alt" "m" "Granada" "st" "cluster" "alv" 130 -4.25170068027217 "estuela"
"4044" 25.0566893424036 48.8888888888887 80.1814058956917 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 154.126984126984 -11.9160997732424 "cosquillas"
"4045" 55.1247165532881 49.1609977324264 75.1700680272108 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 179.455782312925 2.98185941043084 "cosquillas"
"4046" 20.045351473923 44.1950113378686 90.204081632653 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 154.444444444445 -12.0748299319728 "esquia"
"4047" 5.01133786848072 49.0702947845806 115.260770975057 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 169.342403628118 -22.0294784580499 "esquia"
"4048" 25.0566893424036 39.5691609977324 105.238095238095 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 169.863945578231 -7.25623582766445 "esquia"
"4049" 20.0453514739231 48.6621315192745 95.2154195011337 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 163.922902494331 -14.3083900226757 "esquife"
"4051" 10.0226757369614 39.5011337868481 90.2040816326531 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 139.727891156463 -14.7392290249434 "esquife"
"4052" 5.01133786848072 59.3424036281178 100.226757369615 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 164.580498866213 -27.1655328798186 "esquina"
"4053" 20.0453514739229 49.0249433106576 90.2040816326531 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 159.274376417234 -14.4897959183672 "esquina"
"4054" 0 49.3877551020407 105.238095238095 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 154.625850340136 -24.6938775510204 "esquina"
"4055" 25.0566893424036 48.5941043083901 90.204081632653 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 163.854875283447 -11.7687074829932 "esquiando"
"4056" 10.0226757369614 59.5691609977325 70.1587301587301 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 139.750566893424 -24.7732426303855 "esquiando"
"4057" 20.045351473923 69.795918367347 45.1020408163265 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 134.943310657596 -24.8752834467119 "esquiando"
"4058" 25.0566893424037 44.1950113378686 85.1927437641723 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 154.444444444445 -9.56916099773241 "escucha"
"4059" 5.01133786848072 9.79591836734687 110.249433106576 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 125.056689342404 -2.39229024943313 "escucha"
"4060" 20.0453514739229 44.467120181406 80.1814058956916 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 144.69387755102 -12.2108843537416 "escucha"
"4062" 30.0680272108843 54.6031746031746 80.1814058956916 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 164.85260770975 -12.2675736961451 "escudo"
"4063" 10.0226757369614 69.591836734694 90.204081632653 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 169.818594104308 -29.7845804988663 "escudo"
"4064" 15.0340136054423 53.8548752834467 85.1927437641723 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 154.081632653061 -19.4104308390023 "escupe"
"4065" 40.0907029478458 59.1609977324263 55.124716553288 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 154.37641723356 -9.53514739229024 "escupe"
"4066" 20.0453514739229 49.5691609977325 85.1927437641723 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 154.807256235828 -14.7619047619048 "escupe"
"4067" 20.0453514739229 64.2630385487529 50.1133786848072 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 134.421768707483 -22.1088435374151 "vasca"
"4068" 35.0793650793651 73.8321995464853 60.1360544217687 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 169.047619047619 -19.37641723356 "vasca"
"4069" 25.0566893424036 33.2653061224489 80.1814058956918 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 138.503401360544 -4.10430839002265 "escuela"
"4070" 30.0680272108843 49.4784580498867 80.1814058956916 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 159.727891156463 -9.7052154195012 "escuela"
"4071" 20.0453514739229 54.6031746031746 90.204081632653 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 164.85260770975 -17.2789115646258 "escuela"
"4072" 60.1360544217687 44.0589569160998 80.1814058956917 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 184.37641723356 8.03854875283446 "escueto"
"4073" 30.0680272108843 39.2743764172336 90.2040816326531 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 159.546485260771 -4.60317460317469 "escueto"
"4074" 15.0340136054422 34.467120181406 90.204081632653 "RXX0053" "jung" "m" "Granada" "sk" "cluster" "vel" 139.705215419501 -9.71655328798192 "escueto"
"4075" -5.01133786848072 13.6734693877552 150.340136054422 "RXX0053" "jung" "m" "Granada" "sp" "cluster" "bil" 159.002267573696 -9.34240362811784 "caspa"
"4077" -26.077097505669 4.05895691609976 180.408163265306 "RXX0053" "jung" "m" "Granada" "sp" "cluster" "bil" 158.390022675737 -15.0680272108845 "caspa"
