"pre" "post" "clos" "Vpn" "Age" "G" "R" "P" "Cluster" "Place" "vint" "offset" "W"
"3753" 5.01133786848061 63.9909297052153 60.1360544217687 "PAM0022" "alt" "f" "Sevilla" "sk" "cluster" "vel" 129.138321995465 -29.4897959183673 "escueto"
"3754" 60.1360544217688 64.0136054421768 60.1360544217686 "PAM0022" "alt" "f" "Sevilla" "sk" "cluster" "vel" 184.285714285714 -1.93877551020387 "escueto"
"3755" 10.0226757369617 78.7755102040817 55.124716553288 "PAM0022" "alt" "f" "Sevilla" "sk" "cluster" "vel" 143.922902494331 -34.37641723356 "escueto"
"3756" 40.0907029478458 19.0249433106576 135.30612244898 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 194.421768707483 10.532879818594 "caspa"
"3757" 35.0793650793652 33.764172335601 125.283446712018 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 194.126984126984 0.657596371881937 "caspa"
"3758" 0 33.7414965986395 125.283446712018 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 159.024943310658 -16.87074829932 "despide"
"3759" 5.01133786848084 39.1836734693878 110.249433106576 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 154.444444444445 -17.0861678004535 "despide"
"3760" 7.61904761904771 33.8095238095239 110.249433106576 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 151.678004535147 -13.0952380952381 "despide"
"3761" -5.0113378684805 38.5941043083901 150.340136054422 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 183.922902494331 -21.8027210884352 "espia"
"3762" 25.0566893424035 49.2063492063493 110.249433106576 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 184.512471655329 -12.074829931973 "espia"
"3763" 40.0907029478459 38.9115646258501 105.238095238095 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 184.240362811791 0.589569160997939 "espia"
"3764" 20.0453514739229 19.0022675736963 115.260770975057 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 154.308390022676 0.52154195011326 "espina"
"3765" 1.11111111111131 33.6507936507937 105.238095238095 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 140 -16.2698412698414 "espina"
"3766" 35.0793650793649 29.1836734693878 115.260770975057 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 179.52380952381 2.94784580498867 "espina"
"3767" 15.0340136054422 28.7981859410431 100.226757369614 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 144.0589569161 -6.88208616780048 "respira"
"3768" 41.7233560090705 13.9002267573694 105.238095238095 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 160.861678004535 13.9115646258505 "respira"
"3769" 15.0340136054421 49.1156462585034 105.238095238095 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 169.387755102041 -17.0408163265306 "respira"
"3770" 30.0680272108843 39.0249433106576 105.238095238095 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 174.331065759637 -4.47845804988674 "despierta"
"3771" 0 39.0702947845806 95.2154195011337 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 134.285714285714 -19.5351473922904 "despierta"
"3772" -3.51473922902505 49.2063492063493 110.249433106576 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 155.9410430839 -26.3605442176872 "despierta"
"3773" -5.01133786848095 33.6734693877552 110.249433106576 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 138.91156462585 -19.3424036281181 "espiaba"
"3774" -9.54648526077096 49.3197278911564 100.226757369615 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 140 -29.4331065759637 "espiaba"
"3775" 10.0226757369614 54.1043083900228 120.272108843537 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 184.399092970522 -22.0408163265307 "espiaba"
"3776" -5.01133786848072 39.047619047619 110.249433106576 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 144.285714285714 -22.0294784580499 "espiando"
"3777" -10.0226757369614 44.4897959183673 110.249433106576 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 144.716553287982 -27.2562358276645 "espiando"
"3778" 0 54.0589569160998 105.238095238095 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 159.297052154195 -27.0294784580499 "espiando"
"3779" -15.0340136054422 39.1156462585034 100.226757369614 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 124.308390022676 -27.0748299319728 "disputa"
"3780" 0 39.0702947845806 105.238095238095 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 144.308390022676 -19.5351473922904 "disputa"
"3781" -10.0226757369616 44.1043083900227 115.260770975057 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 149.342403628118 -27.063492063492 "espuma"
"3782" 30.0680272108845 53.8548752834467 85.1927437641723 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 169.115646258503 -11.8934240362811 "espuma"
"3783" 15.7596371882087 38.9795918367346 115.260770975057 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 170 -11.6099773242629 "esputo"
"3784" 10.0226757369613 34.37641723356 100.226757369615 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 144.625850340136 -12.1768707482994 "esputo"
"3785" 1.08843537414964 38.9342403628116 120.272108843537 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 160.294784580499 -18.9229024943309 "esputo"
"3786" -5.01133786848072 28.7755102040817 150.340136054422 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 174.104308390023 -16.8934240362812 "despues"
"3787" -7.46031746031736 39.2063492063493 135.30612244898 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 167.052154195011 -23.3333333333333 "despues"
"3788" -6.48526077097517 33.7868480725624 135.30612244898 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 162.607709750567 -20.1360544217689 "despues"
"3789" 26.5532879818594 43.8321995464853 113.605442176871 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 183.990929705215 -8.63945578231301 "espuela"
"3790" -14.5124716553287 34.21768707483 130.294784580499 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 150 -24.3650793650794 "espuela"
"3791" 15.0340136054421 49.2063492063493 115.260770975057 "PAM0022" "alt" "f" "Sevilla" "sp" "cluster" "bil" 179.501133786848 -17.0861678004535 "espuela"
"3792" 15.0340136054423 48.8888888888887 70.1587301587301 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 134.081632653061 -16.9274376417231 "vestuario"
"3793" 15.0340136054422 44.1723356009071 75.1700680272108 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 134.37641723356 -14.5691609977325 "vestuario"
"3794" 0 59.4557823129252 65.1473922902494 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 124.603174603175 -29.7278911564625 "vestuario"
"3798" 35.0793650793651 58.9115646258501 75.170068027211 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 169.160997732426 -11.9160997732426 "bestial"
"3799" 20.0453514739228 64.1950113378686 75.170068027211 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 159.410430839002 -22.0748299319728 "bestial"
"3800" 15.0340136054422 59.0249433106574 70.1587301587302 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 144.21768707483 -21.9954648526075 "bestial"
"3801" 5.01133786848072 68.8888888888889 70.1587301587301 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 144.0589569161 -31.9387755102041 "bestiando"
"3802" 25.0566893424036 64.0136054421768 50.1133786848072 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 139.183673469388 -19.4784580498866 "bestiando"
"3803" 0 64.3083900226758 70.1587301587302 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 134.467120181406 -32.1541950113379 "bestiando"
"3804" 85.1927437641723 33.9002267573694 40.0907029478459 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 159.183673469388 25.6462585034014 "destiempo"
"3806" 30.0680272108843 63.4467120181405 65.1473922902494 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 158.662131519274 -16.6893424036282 "destiempo"
"3807" 30.0680272108843 50.5442176870747 120.272108843537 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 200.884353741496 -10.2380952380952 "pasta"
"3808" 34.8299319727892 37.3469387755099 115.260770975057 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 187.437641723356 -1.25850340136026 "pasta"
"3809" 25.0566893424036 24.1043083900228 80.1814058956916 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 129.342403628118 0.476190476190482 "pistolin"
"3810" 15.0340136054422 44.3310657596371 70.1587301587301 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 129.523809523809 -14.6485260770975 "pistolin"
"3811" -5.01133786848061 38.7528344671202 90.204081632653 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 123.945578231293 -21.8820861678005 "pistolin"
"3812" 33.1292517006804 39.0249433106576 105.238095238095 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 177.392290249433 -2.94784580498867 "resto"
"3813" 15.0340136054422 33.6961451247166 125.283446712018 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 174.013605442177 -9.33106575963734 "resto"
"3814" 23.5827664399094 48.3219954648525 110.249433106576 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 182.154195011338 -12.3696145124716 "resto"
"3815" 40.0907029478458 54.1950113378686 65.1473922902494 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 159.433106575964 -7.05215419501133 "estuela"
"3816" 25.0566893424037 48.9342403628116 90.204081632653 "PAM0022" "alt" "f" "Sevilla" "st" "cluster" "alv" 164.195011337868 -11.9387755102039 "estuela"
"3817" 70.1587301587301 64.0362811791381 40.0907029478459 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 174.285714285714 3.06122448979613 "cosquillas"
"3818" 8.32199546485253 59.4331065759636 71.859410430839 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 139.614512471655 -25.5555555555555 "cosquillas"
"3819" -15.0340136054422 64.4217687074829 95.2154195011339 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 144.603174603175 -39.7278911564624 "cosquillas"
"3820" 35.0793650793651 64.0816326530613 60.1360544217687 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 159.297052154195 -14.5011337868481 "esquia"
"3821" -5.01133786848072 89.7732426303854 80.1814058956917 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 164.943310657596 -47.392290249433 "esquia"
"3822" 0 43.877551020408 85.1927437641724 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 129.07029478458 -21.9387755102041 "esquife"
"3823" 40.0907029478459 54.6938775510204 70.1587301587301 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 164.943310657596 -7.30158730158723 "esquife"
"3824" 45.1020408163265 59.2517006802722 60.1360544217687 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 164.489795918367 -7.07482993197289 "esquife"
"3825" 65.1473922902494 29.0929705215419 75.1700680272108 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 169.410430839002 18.0272108843537 "esquina"
"3826" 30.0680272108845 79.501133786848 55.124716553288 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 164.69387755102 -24.7165532879817 "esquina"
"3827" 35.0793650793651 64.6031746031747 50.1133786848072 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 149.795918367347 -14.7619047619048 "esquina"
"3829" 30.2040816326531 84.6712018140589 55.124716553288 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 170 -27.2335600907029 "esquiando"
"3830" 10.0226757369614 44.0362811791383 75.170068027211 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 129.229024943311 -17.0068027210884 "escucha"
"3831" 25.0566893424037 49.2743764172336 95.2154195011337 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 169.546485260771 -12.1088435374149 "escucha"
"3832" 15.1927437641724 54.6712018140589 60.1360544217687 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 130 -19.7392290249433 "escucha"
"3833" 25.0566893424038 68.7301587301588 60.1360544217687 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 153.922902494331 -21.8367346938774 "escudo"
"3834" 25.7142857142857 84.1269841269842 70.1587301587301 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 180 -29.2063492063493 "escudo"
"3835" 55.124716553288 78.2766439909299 50.113378684807 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 183.514739229025 -11.5759637188212 "escupe"
"3836" 10.0226757369616 69.2063492063493 55.124716553288 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 134.353741496599 -29.5918367346939 "escupe"
"3837" 50.1133786848072 59.7732426303855 75.170068027211 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 185.056689342404 -4.82993197278915 "escupe"
"3838" 0 35.3514739229026 90.204081632653 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 125.555555555556 -17.6757369614513 "vasca"
"3839" -10.0226757369612 20.0453514739227 100.226757369614 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 110.249433106576 -15.0340136054419 "vasca"
"3840" 25.0566893424036 66.8934240362813 90.204081632653 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 182.154195011338 -20.9183673469389 "vasca"
"3841" 25.0566893424037 74.7392290249433 70.1587301587301 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 169.954648526077 -24.8412698412698 "escuela"
"3843" 15.0340136054421 79.4784580498866 45.1020408163265 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 139.614512471655 -32.2222222222223 "escuela"
"3844" 30.0680272108845 54.1723356009071 55.124716553288 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 139.36507936508 -12.0521541950113 "escueto"
"3845" 20.0453514739228 89.9319727891158 55.124716553288 "PMY0005" "jung" "m" "Sevilla" "sk" "cluster" "vel" 165.102040816327 -34.9433106575965 "escueto"
"3846" -20.045351473923 53.8095238095239 120.272108843537 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 154.036281179138 -36.9274376417234 "caspa"
"3847" 0 35.0793650793652 120.272108843537 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 155.351473922903 -17.5396825396825 "caspa"
"3848" -5.01133786848072 33.5600907029479 120.272108843537 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 148.820861678005 -19.2857142857142 "despide"
"3849" 0 39.2063492063493 105.238095238095 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 144.444444444445 -19.6031746031746 "despide"
"3850" -5.01133786848072 34.4444444444446 100.226757369614 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 129.659863945578 -19.7278911564626 "despide"
"3852" -4.21768707482988 53.9229024943311 130.294784580499 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 180 -29.0702947845805 "espia"
"3853" 0 49.5691609977325 95.2154195011337 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 144.784580498866 -24.7845804988663 "espia"
"3854" -5.1247165532879 29.8639455782312 115.260770975057 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 140 -17.4943310657595 "espina"
"3855" -4.76190476190482 49.5464852607711 95.2154195011337 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 140 -27.1541950113379 "espina"
"3856" -5.01133786848072 43.9002267573694 100.226757369615 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 139.115646258503 -24.4557823129251 "respira"
"3857" -10.0226757369614 39.4104308390022 120.272108843537 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 149.659863945578 -24.7165532879819 "respira"
"3858" -10.0226757369614 44.4444444444446 105.238095238095 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 139.659863945578 -27.233560090703 "respira"
"3859" 0 49.1609977324264 105.238095238095 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 154.399092970522 -24.5804988662132 "despierta"
"3860" 5.01133786848072 33.9455782312924 95.2154195011337 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 134.172335600907 -14.4671201814058 "despierta"
"3861" 40.0907029478458 9.2743764172335 125.283446712018 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 174.648526077097 15.4081632653063 "despierta"
"3862" -3.90022675736941 43.6507936507937 110.249433106576 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 150 -23.7755102040817 "espiaba"
"3863" -5.01133786848072 54.0136054421768 120.272108843537 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 169.274376417233 -29.5124716553288 "espiaba"
"3864" -15.0340136054421 19.7505668934241 105.238095238095 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 109.954648526077 -17.3922902494331 "espiaba"
"3865" -12.4716553287981 69.2290249433107 43.2426303854875 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 100 -40.8503401360545 "espiando"
"3867" 10.0226757369614 59.5238095238095 90.2040816326531 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 159.750566893424 -24.7505668934241 "disputa"
"3868" -10.0226757369614 59.591836734694 110.249433106576 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 159.818594104308 -34.8072562358277 "disputa"
"3869" 3.37868480725626 69.5011337868481 27.1201814058958 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 100 -33.0612244897959 "espuma"
"3870" -9.72789115646265 39.4784580498867 110.249433106576 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 140 -24.6031746031747 "espuma"
"3871" 13.8321995464852 44.1950113378686 101.972789115646 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 160 -15.1814058956917 "espuma"
"3873" -3.83219954648507 58.5260770975058 135.30612244898 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 190 -31.1791383219957 "esputo"
"3874" -10.0226757369616 29.7278911564626 130.294784580499 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 150 -19.875283446712 "esputo"
"3875" -5.01133786848072 43.3106575963716 115.260770975057 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 153.560090702948 -24.160997732426 "despues"
"3876" -15.0340136054423 59.4557823129252 85.1927437641723 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 129.614512471655 -37.2448979591837 "despues"
"3877" 7.75510204081627 39.5238095238095 107.50566893424 "PMY0005" "jung" "m" "Sevilla" "sp" "cluster" "bil" 154.784580498866 -15.8843537414966 "despues"
"3878" 10.0226757369613 58.956916099773 75.170068027211 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 144.149659863945 -24.4671201814059 "vestuario"
"3879" 11.1111111111111 73.7414965986395 65.1473922902494 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 150 -31.3151927437643 "vestuario"
"3880" 20.453514739229 64.4217687074829 55.1247165532881 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 140 -21.9841269841269 "vestuario"
"3881" -15.0340136054421 33.9229024943311 100.226757369614 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 119.115646258503 -24.4784580498866 "hasta"
"3882" 5.01133786848072 44.1269841269841 45.1020408163265 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 94.2403628117913 -19.5578231292517 "bestial"
"3883" -2.35827664399108 54.3083900226758 87.5510204081634 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 139.501133786848 -28.3333333333334 "bestial"
"3884" 15.0340136054423 39.4557823129253 70.15873015873 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 124.648526077098 -12.2108843537416 "bestial"
"3885" 15.9410430839002 53.8775510204082 80.1814058956916 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 150 -18.968253968254 "bestiando"
"3886" 30.0680272108843 59.5464852607711 70.1587301587301 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 159.773242630386 -14.7392290249434 "bestiando"
"3887" 5.01133786848072 49.0249433106576 70.1587301587302 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 124.195011337869 -22.0068027210884 "destiempo"
"3888" 25.0566893424035 34.2630385487529 85.1927437641724 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 144.512471655329 -4.60317460317469 "destiempo"
"3889" 50.1133786848072 49.5011337868481 85.1927437641724 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 184.807256235828 0.306122448979636 "destiempo"
"3890" -10.0226757369617 63.3333333333333 55.1247165532882 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 108.43537414966 -36.6780045351475 "pistolin"
"3891" 0 74.2630385487529 60.1360544217687 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 134.399092970522 -37.1315192743765 "pistolin"
"3892" -15.0340136054422 59.5238095238095 65.1473922902495 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 109.637188208617 -37.2789115646258 "pistolin"
"3893" -15.0340136054422 15.0340136054423 105.238095238095 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 105.238095238095 -15.0340136054423 "resto"
"3894" -8.91156462585013 53.7868480725624 55.124716553288 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 100 -31.3492063492063 "estuela"
"3895" 15.0340136054422 59.6825396825396 80.1814058956916 "PMY0005" "jung" "m" "Sevilla" "st" "cluster" "alv" 154.897959183673 -22.3242630385487 "estuela"
"3896" -15.0340136054422 59.002267573696 120.272108843537 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 164.240362811791 -37.018140589569 "cosquillas"
"3897" 40.0907029478459 49.0702947845806 85.1927437641723 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 174.353741496599 -4.48979591836735 "cosquillas"
"3898" 25.1927437641724 49.6371882086167 75.1700680272108 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 150 -12.2222222222222 "esquia"
"3899" 55.1247165532881 84.3310657596372 45.1020408163265 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 184.557823129252 -14.6031746031746 "esquia"
"3901" 60.1360544217687 49.2743764172336 80.1814058956917 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 189.591836734694 5.43083900226748 "esquife"
"3902" 65.1473922902494 88.5034013605441 330.748299319728 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 484.399092970521 -11.6780045351472 "esquife"
"3905" 40.0907029478458 73.9909297052153 50.1133786848072 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 164.195011337868 -16.9501133786847 "esquina"
"3906" 28.2086167800454 78.8662131519275 107.097505668934 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 214.172335600907 -25.3287981859411 "esquiando"
"3907" 60.1360544217688 59.2290249433107 45.1020408163265 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 164.467120181406 0.453514739229036 "esquiando"
"3909" 55.124716553288 43.424036281179 340.770975056689 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 439.319727891156 5.85034013605446 "escucha"
"3910" 45.1020408163265 49.2063492063493 55.124716553288 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 149.433106575964 -2.05215419501133 "escucha"
"3911" 45.1020408163265 69.5691609977325 85.1927437641723 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 199.863945578231 -12.233560090703 "escupe"
"3912" 70.1587301587302 8.97959183673481 75.1700680272107 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 154.308390022676 30.5895691609976 "escupe"
"3913" 45.1020408163266 28.843537414966 80.1814058956913 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 154.126984126984 8.12925170068024 "escupe"
"3914" 5.01133786848072 58.185941043084 115.260770975057 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 178.458049886621 -26.5873015873017 "vasca"
"3915" 54.0589569160999 59.0702947845806 95.2154195011337 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 208.344671201814 -2.50566893424036 "vasca"
"3916" 35.5102040816328 44.2857142857143 90.204081632653 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 170 -4.38775510204084 "escuela"
"3917" 50.5668934240364 9.2743764172335 70.1587301587301 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 130 20.6462585034014 "escuela"
"3918" -20.045351473923 59.2063492063493 70.1587301587302 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 109.319727891157 -39.6258503401361 "escueto"
"3919" 0 34.2403628117914 40.0907029478458 "POR0017" "alt" "m" "Sevilla" "sk" "cluster" "vel" 74.3310657596372 -17.1201814058958 "escueto"
"3922" -5.01133786848072 23.5600907029478 165.374149659864 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 183.922902494331 -14.2857142857142 "caspa"
"3923" 10.0226757369614 19.2290249433107 120.272108843537 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 149.52380952381 -4.60317460317458 "despide"
"3924" 20.045351473923 9.34240362811784 120.272108843537 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 149.659863945578 5.35147392290253 "despide"
"3925" 23.6734693877552 19.4784580498867 120.272108843537 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 163.424036281179 2.09750566893422 "despide"
"3926" 5.44217687074831 19.2970521541949 115.260770975057 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 140 -6.92743764172326 "espia"
"3927" 30.0680272108845 19.3197278911566 130.294784580499 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 179.68253968254 5.37414965986397 "espina"
"3928" -4.14965986394554 18.8888888888887 115.260770975057 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 130 -11.5192743764171 "espina"
"3929" 35.0793650793651 14.0362811791382 145.328798185941 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 194.444444444444 10.5215419501135 "respira"
"3930" 30.0680272108842 13.8095238095236 115.260770975057 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 159.138321995465 8.12925170068024 "respira"
"3931" 30.0680272108846 23.5827664399094 120.272108843537 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 173.922902494331 3.2426303854877 "respira"
"3932" 5.01133786848072 8.97959183673481 150.340136054422 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 164.331065759637 -1.9841269841271 "despierta"
"3933" -3.26530612244903 17.8684807256236 120.272108843537 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 134.875283446712 -10.5668934240364 "despierta"
"3934" 0 13.9909297052155 150.340136054422 "POR0017" "alt" "m" "Sevilla" "sp" "cluster" "bil" 164.331065759637 -6.99546485260782 "espiaba"
